Word ,Context. diversity,Freq. per million,Word Form,Coverage
1392,41.8%,59.8,guardia,81.4%
1393,41.8%,55.2,listos,81.4%
1394,41.8%,52.2,banco,81.4%
1395,41.8%,46.5,vengas,81.4%
1396,41.8%,45.4,necesitar,81.4%
1397,41.8%,44.2,sacó,81.4%
1398,41.8%,39.9,preciosa,81.4%
1399,41.8%,38.1,faltaba,81.4%
1400,41.8%,37.0,cansado,81.5%
1401,41.8%,35.3,pan,81.5%
1402,41.8%,35.1,zapatos,81.5%
1403,41.8%,33.8,tomado,81.5%
1404,41.8%,32.7,ponemos,81.5%
1405,41.8%,28.7,debajo,81.5%
1406,41.8%,19.3,tercera,81.5%
1407,41.5%,392.5,ahorita,81.5%
1408,41.5%,123.1,abogado,81.5%
1409,41.5%,54.5,escapar,81.5%
1410,41.5%,53.7,molesta,81.5%
1411,41.5%,52.0,debemos,81.5%
1412,41.5%,51.9,salvar,81.5%
1413,41.5%,51.8,dueño,81.5%
1414,41.5%,47.9,supone,81.6%
1415,41.5%,42.2,digan,81.6%
1416,41.5%,40.9,amable,81.6%
1417,41.5%,36.9,huele,81.6%
1418,41.5%,36.9,necesidad,81.6%
1419,41.5%,36.7,dudas,81.6%
1420,41.5%,34.7,milagro,81.6%
1421,41.5%,33.7,directo,81.6%
1422,41.5%,32.5,viajar,81.6%
1423,41.5%,31.8,pierde,81.6%
1424,41.5%,31.4,faltan,81.6%
1425,41.5%,31.2,valor,81.6%
1426,41.5%,27.3,jóvenes,81.6%
1427,41.5%,27.2,decidido,81.6%
1428,41.5%,26.8,marca,81.6%
1429,41.5%,26.3,pasaba,81.6%
1430,41.5%,19.6,primeros,81.6%
1431,41.2%,196.4,josé,81.6%
1432,41.2%,73.6,abuelo,81.6%
1433,41.2%,60.6,enamorado,81.6%
1434,41.2%,52.3,felicidad,81.6%
1435,41.2%,46.0,imagen,81.6%
1436,41.2%,35.8,vidas,81.7%
1437,41.2%,33.9,hechos,81.7%
1438,41.0%,98.7,regresar,81.7%
1439,41.0%,77.9,contesta,81.7%
1440,41.0%,55.9,rey,81.7%
1441,41.0%,54.5,felicidades,81.7%
1442,41.0%,44.3,ratito,81.7%
1443,41.0%,43.3,llave,81.7%
1444,41.0%,42.6,puro,81.7%
1445,41.0%,42.0,coger,81.7%
1446,41.0%,39.3,quedarse,81.7%
1447,41.0%,35.8,tomó,81.7%
1448,41.0%,33.3,encantado,81.7%
1449,41.0%,31.9,animal,81.7%
1450,41.0%,30.6,distinto,81.7%
1451,41.0%,29.0,presencia,81.7%
1452,40.7%,143.1,carlos,81.7%
1453,40.7%,94.2,mató,81.7%
1454,40.7%,62.5,urgente,81.8%
1455,40.7%,62.1,entregar,81.8%
1456,40.7%,58.5,planes,81.8%
1457,40.7%,55.9,riesgo,81.8%
1458,40.7%,54.5,rojo,81.8%
1459,40.7%,52.9,mírame,81.8%
1460,40.7%,52.5,pedirle,81.8%
1461,40.7%,52.4,oro,81.8%
1462,40.7%,46.4,paga,81.8%
1463,40.7%,45.6,matado,81.8%
1464,40.7%,45.1,precio,81.8%
1465,40.7%,44.5,disculpas,81.8%
1466,40.7%,43.8,basura,81.8%
1467,40.7%,42.9,radio,81.8%
1468,40.7%,40.7,sencillo,81.8%
1469,40.7%,37.9,mínimo,81.8%
1470,40.7%,37.9,sistema,81.8%
1471,40.7%,37.9,sueños,81.8%
1472,40.7%,31.3,preparar,81.8%
1473,40.7%,28.7,leche,81.8%
1474,40.7%,26.8,través,81.8%
1475,40.7%,26.5,conocía,81.8%
1476,40.7%,22.3,volví,81.8%
1477,40.4%,80.0,confiar,81.9%
1478,40.4%,65.5,cuéntame,81.9%
1479,40.4%,64.3,puto,81.9%
1480,40.4%,60.3,gordo,81.9%
1481,40.4%,56.6,santa,81.9%
1482,40.4%,49.0,estemos,81.9%
1483,40.4%,48.7,necesitan,81.9%
1484,40.4%,45.0,llegaste,81.9%
1485,40.4%,42.3,fe,81.9%
1486,40.4%,40.9,creí,81.9%
1487,40.4%,40.0,simple,81.9%
1488,40.4%,40.0,acerca,81.9%
1489,40.4%,39.5,enfermo,81.9%
1490,40.4%,38.8,encontró,81.9%
1491,40.4%,38.7,perdiendo,81.9%
1492,40.4%,36.0,cambió,81.9%
1493,40.4%,35.0,asco,81.9%
1494,40.4%,34.7,robar,81.9%
1495,40.4%,34.2,maravilloso,81.9%
1496,40.4%,34.0,compartir,81.9%
1497,40.4%,31.9,puertas,81.9%
1498,40.4%,31.6,fecha,81.9%
1499,40.4%,30.7,llorando,81.9%
1500,40.4%,28.2,intento,81.9%
1501,40.4%,24.9,gracia,82.0%
1502,40.4%,24.8,ruido,82.0%
1503,40.4%,24.2,pasada,82.0%
1504,40.4%,23.8,cortar,82.0%
1505,40.2%,103.8,cabo,82.0%
1506,40.2%,77.9,armas,82.0%
1507,40.2%,48.8,meta,82.0%
1508,40.2%,45.1,aprovechar,82.0%
1509,40.2%,39.9,rara,82.0%
1510,40.2%,39.0,prisa,82.0%
1511,40.2%,39.0,causa,82.0%
1512,40.2%,37.2,playa,82.0%
1513,40.2%,36.6,contando,82.0%
1514,40.2%,36.3,extraña,82.0%
1515,40.2%,34.1,perdone,82.0%
1516,40.2%,33.1,escuchado,82.0%
1517,40.2%,32.6,traído,82.0%
1518,40.2%,28.5,dejarlo,82.0%
1519,40.2%,28.4,piel,82.0%
1520,40.2%,26.4,recordar,82.0%
1521,40.2%,23.5,mirada,82.0%
1522,40.2%,21.3,corta,82.0%
1523,39.9%,61.8,compañía,82.0%
1524,39.9%,53.8,inmediatamente,82.0%
1525,39.9%,53.1,metas,82.0%
1526,39.9%,52.4,departamento,82.1%
1527,39.9%,49.1,últimamente,82.1%
1528,39.9%,44.8,cuáles,82.1%
1529,39.9%,35.9,caliente,82.1%
1530,39.9%,35.9,esperamos,82.1%
1531,39.9%,32.8,dedo,82.1%
1532,39.9%,30.2,tuvieron,82.1%
1533,39.9%,28.4,queríamos,82.1%
1534,39.9%,27.4,formas,82.1%
1535,39.9%,26.6,marcha,82.1%
1536,39.9%,26.3,pocos,82.1%
1537,39.9%,21.9,volvemos,82.1%
1538,39.9%,18.9,vivía,82.1%
1539,39.6%,126.4,os,82.1%
1540,39.6%,100.4,papi,82.1%
1541,39.6%,59.0,bienvenida,82.1%
1542,39.6%,57.4,contenta,82.1%
1543,39.6%,51.6,encantaría,82.1%
1544,39.6%,46.3,clientes,82.1%
1545,39.6%,46.3,proceso,82.1%
1546,39.6%,42.8,escuchaste,82.1%
1547,39.6%,42.0,conversación,82.1%
1548,39.6%,38.3,firma,82.2%
1549,39.6%,36.1,puedan,82.2%
1550,39.6%,34.5,olvida,82.2%
1551,39.6%,33.6,teniendo,82.2%
1552,39.6%,32.9,pusieron,82.2%
1553,39.6%,32.7,piensan,82.2%
1554,39.6%,31.6,verdadero,82.2%
1555,39.6%,31.4,próximo,82.2%
1556,39.6%,31.1,lugares,82.2%
1557,39.6%,30.1,llevado,82.2%
1558,39.6%,24.2,durmiendo,82.2%
1559,39.6%,23.0,podrían,82.2%
1560,39.6%,22.6,podías,82.2%
1561,39.6%,22.5,abierto,82.2%
1562,39.6%,22.5,mayoría,82.2%
1563,39.6%,21.5,aquella,82.2%
1564,39.4%,168.5,onda,82.2%
1565,39.4%,102.4,justicia,82.2%
1566,39.4%,82.1,juez,82.2%
1567,39.4%,78.4,prensa,82.2%
1568,39.4%,67.8,espérame,82.2%
1569,39.4%,51.1,olvidó,82.3%
1570,39.4%,48.1,correcto,82.3%
1571,39.4%,44.1,encontraron,82.3%
1572,39.4%,43.9,televisión,82.3%
1573,39.4%,38.2,hiciera,82.3%
1574,39.4%,37.6,ideas,82.3%
1575,39.4%,35.2,caro,82.3%
1576,39.4%,32.2,busco,82.3%
1577,39.4%,32.1,valiente,82.3%
1578,39.4%,31.0,movimiento,82.3%
1579,39.4%,30.2,principal,82.3%
1580,39.4%,28.1,tendrás,82.3%
1581,39.4%,27.6,desastre,82.3%
1582,39.4%,27.3,pasaron,82.3%
1583,39.4%,27.0,verde,82.3%
1584,39.4%,26.7,haberte,82.3%
1585,39.4%,25.9,esquina,82.3%
1586,39.4%,24.5,humano,82.3%
1587,39.4%,23.7,base,82.3%
1588,39.4%,22.3,metros,82.3%
1589,39.4%,17.7,escrito,82.3%
1590,39.1%,58.1,solas,82.3%
1591,39.1%,57.8,lástima,82.3%
1592,39.1%,57.1,resolver,82.3%
1593,39.1%,48.5,mato,82.3%
1594,39.1%,46.3,llevaron,82.3%
1595,39.1%,44.5,taxi,82.3%
1596,39.1%,41.5,vayamos,82.3%
1597,39.1%,39.4,casualidad,82.4%
1598,39.1%,38.6,sabido,82.4%
1599,39.1%,37.8,recoger,82.4%
1600,39.1%,37.2,acabas,82.4%
1601,39.1%,35.4,abrazo,82.4%
1602,39.1%,34.5,vacaciones,82.4%
1603,39.1%,28.3,presión,82.4%
1604,39.1%,26.2,tele,82.4%
1605,39.1%,19.9,usa,82.4%
1606,38.8%,953.7,vos,82.5%
1607,38.8%,66.1,regreso,82.5%
1608,38.8%,64.3,tocó,82.5%
1609,38.8%,59.3,aseguro,82.5%
1610,38.8%,48.9,novios,82.5%
1611,38.8%,48.7,confía,82.5%
1612,38.8%,46.3,cansada,82.5%
1613,38.8%,42.9,detalles,82.5%
1614,38.8%,42.4,actitud,82.5%
1615,38.8%,41.5,río,82.5%
1616,38.8%,39.7,tonta,82.5%
1617,38.8%,38.8,ayudando,82.5%
1618,38.8%,38.3,datos,82.5%
1619,38.8%,37.5,carne,82.5%
1620,38.8%,34.0,aguantar,82.5%
1621,38.8%,31.2,cuida,82.5%
1622,38.8%,28.9,azul,82.5%
1623,38.8%,28.3,inglés,82.5%
1624,38.8%,27.6,ello,82.6%
1625,38.8%,24.3,decirlo,82.6%
1626,38.8%,17.5,llamamos,82.6%
1627,38.6%,82.2,déjeme,82.6%
1628,38.6%,75.8,mentiras,82.6%
1629,38.6%,61.6,cantar,82.6%
1630,38.6%,55.7,juntas,82.6%
1631,38.6%,54.5,olvide,82.6%
1632,38.6%,50.3,ayudarte,82.6%
1633,38.6%,49.7,ocupado,82.6%
1634,38.6%,46.5,banda,82.6%
1635,38.6%,46.5,preguntando,82.6%
1636,38.6%,43.7,acompaño,82.6%
1637,38.6%,37.1,llamé,82.6%
1638,38.6%,36.7,violencia,82.6%
1639,38.6%,34.2,fuerzas,82.6%
1640,38.6%,32.5,detalle,82.6%
1641,38.6%,32.5,enseñar,82.6%
1642,38.6%,31.1,pareces,82.6%
1643,38.6%,30.4,limpio,82.6%
1644,38.6%,27.9,hará,82.6%
1645,38.6%,26.5,social,82.6%
1646,38.6%,24.6,pecho,82.6%
1647,38.6%,22.9,juega,82.6%
1648,38.6%,20.5,miles,82.6%
1649,38.6%,15.6,hacían,82.6%
1650,38.3%,211.6,méxico,82.7%
1651,38.3%,119.4,reina,82.7%
1652,38.3%,53.0,enterar,82.7%
1653,38.3%,48.5,servir,82.7%
1654,38.3%,48.0,vuelo,82.7%
1655,38.3%,46.3,personalmente,82.7%
1656,38.3%,44.0,pelea,82.7%
1657,38.3%,40.5,supe,82.7%
1658,38.3%,38.4,ayudarme,82.7%
1659,38.3%,37.3,víctima,82.7%
1660,38.3%,35.2,tomé,82.7%
1661,38.3%,34.7,corte,82.7%
1662,38.3%,33.3,respira,82.7%
1663,38.3%,33.2,motivo,82.7%
1664,38.3%,30.3,lío,82.7%
1665,38.3%,29.0,suelta,82.7%
1666,38.3%,27.2,calles,82.7%
1667,38.3%,26.0,brazo,82.7%
1668,38.3%,25.3,mostrar,82.7%
1669,38.3%,24.8,decimos,82.7%
1670,38.3%,23.1,resultado,82.7%
1671,38.3%,22.7,abierta,82.8%
1672,38.3%,22.6,caminando,82.8%
1673,38.3%,22.0,corto,82.8%
1674,38.3%,16.2,kilómetros,82.8%
1675,38.0%,55.6,paciencia,82.8%
1676,38.0%,54.7,pelear,82.8%
1677,38.0%,50.1,contrato,82.8%
1678,38.0%,45.5,pura,82.8%
1679,38.0%,44.8,justamente,82.8%
1680,38.0%,41.0,estuviste,82.8%
1681,38.0%,40.6,demostrar,82.8%
1682,38.0%,37.9,objetivo,82.8%
1683,38.0%,37.5,alegro,82.8%
1684,38.0%,35.6,fueras,82.8%
1685,38.0%,32.4,privado,82.8%
1686,38.0%,32.4,puntos,82.8%
1687,38.0%,31.8,disfrutar,82.8%
1688,38.0%,30.7,reconocer,82.8%
1689,38.0%,23.4,altura,82.8%
1690,38.0%,22.1,orgullo,82.8%
1691,38.0%,21.0,debía,82.8%
1692,38.0%,20.0,hablaba,82.8%
1693,37.8%,433.9,doña,82.9%
1694,37.8%,131.5,celular,82.9%
1695,37.8%,101.3,niñas,82.9%
1696,37.8%,79.7,pendiente,82.9%
1697,37.8%,77.8,suéltame,82.9%
1698,37.8%,61.5,aceptar,82.9%
1699,37.8%,56.1,viniste,82.9%
1700,37.8%,49.6,auto,82.9%
1701,37.8%,48.9,muero,82.9%
1702,37.8%,46.2,irnos,82.9%
1703,37.8%,45.6,podamos,82.9%
1704,37.8%,43.0,siguiendo,82.9%
1705,37.8%,38.0,saberlo,82.9%
1706,37.8%,37.8,buenísimo,82.9%
1707,37.8%,36.4,avisar,83.0%
1708,37.8%,34.0,tarjeta,83.0%
1709,37.8%,33.7,ayudó,83.0%
1710,37.8%,33.1,sociedad,83.0%
1711,37.8%,31.1,decidí,83.0%
1712,37.8%,30.5,equivocado,83.0%
1713,37.8%,25.4,parecen,83.0%
1714,37.8%,23.8,escribir,83.0%
1715,37.8%,22.9,sacado,83.0%
1716,37.8%,21.9,viejos,83.0%
1717,37.8%,20.8,caído,83.0%
1718,37.8%,19.7,camisa,83.0%
1719,37.8%,19.6,viven,83.0%
1720,37.5%,284.8,ok,83.0%
1721,37.5%,60.6,querida,83.0%
1722,37.5%,53.9,preocupado,83.0%
1723,37.5%,51.2,programa,83.0%
1724,37.5%,51.1,manejar,83.0%
1725,37.5%,47.8,perros,83.0%
1726,37.5%,45.0,entendí,83.0%
1727,37.5%,42.9,quieran,83.0%
1728,37.5%,41.5,caballero,83.1%
1729,37.5%,40.4,resultados,83.1%
1730,37.5%,35.3,ataque,83.1%
1731,37.5%,34.2,sienta,83.1%
1732,37.5%,32.8,meto,83.1%
1733,37.5%,32.7,finalmente,83.1%
1734,37.5%,31.4,botella,83.1%
1735,37.5%,30.9,acabamos,83.1%
1736,37.5%,30.3,luna,83.1%
1737,37.5%,29.5,ganado,83.1%
1738,37.5%,29.0,refiero,83.1%
1739,37.5%,27.4,molestar,83.1%
1740,37.5%,27.2,ponerle,83.1%
1741,37.5%,27.1,poca,83.1%
1742,37.5%,24.7,piedra,83.1%
1743,37.5%,24.4,hacerse,83.1%
1744,37.5%,21.1,roto,83.1%
1745,37.2%,245.7,presidente,83.1%
1746,37.2%,106.7,gobierno,83.1%
1747,37.2%,86.4,órdenes,83.1%
1748,37.2%,79.2,luis,83.2%
1749,37.2%,71.9,asesino,83.2%
1750,37.2%,48.9,trampa,83.2%
1751,37.2%,46.3,pesos,83.2%
1752,37.2%,35.8,cuello,83.2%
1753,37.2%,33.7,nombres,83.2%
1754,37.2%,33.7,acción,83.2%
1755,37.2%,32.6,quedaron,83.2%
1756,37.2%,32.3,conté,83.2%
1757,37.2%,30.8,empezando,83.2%
1758,37.2%,30.5,arte,83.2%
1759,37.2%,30.4,invito,83.2%
1760,37.2%,29.1,comiendo,83.2%
1761,37.2%,24.4,fuertes,83.2%
1762,37.2%,22.5,cerrado,83.2%
1763,37.2%,22.2,vivimos,83.2%
1764,37.2%,21.7,guarda,83.2%
1765,37.2%,20.9,cerveza,83.2%
1766,37.0%,107.9,estados,83.2%
1767,37.0%,72.4,investigación,83.2%
1768,37.0%,69.3,conviene,83.2%
1769,37.0%,54.6,definitivamente,83.2%
1770,37.0%,51.2,sigan,83.2%
1771,37.0%,46.6,huevo,83.2%
1772,37.0%,44.3,creas,83.3%
1773,37.0%,44.3,excelente,83.3%
1774,37.0%,44.1,iglesia,83.3%
1775,37.0%,43.9,guste,83.3%
1776,37.0%,42.2,dispuesto,83.3%
1777,37.0%,41.9,proyecto,83.3%
1778,37.0%,39.8,enfrente,83.3%
1779,37.0%,31.5,hazme,83.3%
1780,37.0%,30.9,oír,83.3%
1781,37.0%,27.9,prácticamente,83.3%
1782,37.0%,27.4,despacio,83.3%
1783,37.0%,26.6,imaginar,83.3%
1784,37.0%,24.8,pared,83.3%
1785,37.0%,24.6,pregunté,83.3%
1786,37.0%,24.2,importancia,83.3%
1787,37.0%,20.2,pocas,83.3%
1788,37.0%,17.7,máquina,83.3%
1789,36.7%,115.3,clara,83.3%
1790,36.7%,92.5,coño,83.3%
1791,36.7%,90.6,ángel,83.3%
1792,36.7%,62.1,vente,83.3%
1793,36.7%,47.1,acuerda,83.3%
1794,36.7%,39.7,pedirte,83.3%
1795,36.7%,36.8,haré,83.4%
1796,36.7%,34.2,solucionar,83.4%
1797,36.7%,31.8,borracho,83.4%
1798,36.7%,31.2,pegar,83.4%
1799,36.7%,30.3,rica,83.4%
1800,36.7%,29.5,ridículo,83.4%
1801,36.7%,29.1,limpiar,83.4%
1802,36.7%,29.0,estilo,83.4%
1803,36.7%,28.8,maravilla,83.4%
1804,36.7%,27.9,actuar,83.4%
1805,36.7%,27.7,repetir,83.4%
1806,36.7%,27.3,olvidado,83.4%
1807,36.7%,27.0,compré,83.4%
1808,36.7%,26.3,terminamos,83.4%
1809,36.7%,26.1,pinta,83.4%
1810,36.7%,25.2,orgulloso,83.4%
1811,36.7%,23.4,domingo,83.4%
1812,36.7%,17.8,dijimos,83.4%
1813,36.4%,177.6,negocios,83.4%
1814,36.4%,63.2,guau,83.4%
1815,36.4%,48.3,cliente,83.4%
1816,36.4%,47.4,celebrar,83.4%
1817,36.4%,45.4,maneras,83.4%
1818,36.4%,43.1,tuviste,83.4%
1819,36.4%,40.7,errores,83.4%
1820,36.4%,39.8,premio,83.5%
1821,36.4%,39.3,lamento,83.5%
1822,36.4%,33.5,hubieran,83.5%
1823,36.4%,30.3,vinieron,83.5%
1824,36.4%,29.9,malos,83.5%
1825,36.4%,28.6,edificio,83.5%
1826,36.4%,26.9,relaciones,83.5%
1827,36.4%,26.8,animales,83.5%
1828,36.4%,26.7,familias,83.5%
1829,36.4%,26.1,turno,83.5%
1830,36.4%,25.1,míos,83.5%
1831,36.4%,24.0,educación,83.5%
1832,36.4%,22.4,costó,83.5%
1833,36.2%,149.4,mami,83.5%
1834,36.2%,78.3,papás,83.5%
1835,36.2%,54.1,agarrar,83.5%
1836,36.2%,51.0,infierno,83.5%
1837,36.2%,44.4,decisiones,83.5%
1838,36.2%,43.6,atender,83.5%
1839,36.2%,43.0,cámaras,83.5%
1840,36.2%,41.5,acompañar,83.5%
1841,36.2%,36.2,casado,83.5%
1842,36.2%,35.3,gustar,83.5%
1843,36.2%,34.9,razones,83.5%
1844,36.2%,33.0,aparecer,83.5%
1845,36.2%,30.7,desayuno,83.6%
1846,36.2%,29.8,mentir,83.6%
1847,36.2%,27.3,maestro,83.6%
1848,36.2%,27.0,hubiese,83.6%
1849,36.2%,24.9,fueran,83.6%
1850,36.2%,24.8,conseguido,83.6%
1851,36.2%,23.6,dientes,83.6%
1852,36.2%,23.2,hecha,83.6%
1853,36.2%,22.5,pensamos,83.6%
1854,36.2%,22.3,aprendí,83.6%
1855,36.2%,21.9,acto,83.6%
1856,36.2%,21.2,trabajaba,83.6%
1857,36.2%,19.5,serán,83.6%
1858,36.2%,16.9,vacío,83.6%
1859,35.9%,113.3,m,83.6%
1860,35.9%,85.2,cálmate,83.6%
1861,35.9%,57.7,inocente,83.6%
1862,35.9%,55.8,universidad,83.6%
1863,35.9%,45.2,contestar,83.6%
1864,35.9%,43.0,defender,83.6%
1865,35.9%,40.9,lucha,83.6%
1866,35.9%,36.1,estudio,83.6%
1867,35.9%,35.4,consecuencias,83.6%
1868,35.9%,34.3,entrega,83.6%
1869,35.9%,33.5,pasen,83.6%
1870,35.9%,31.0,enferma,83.6%
1871,35.9%,29.8,voluntad,83.6%
1872,35.9%,27.3,tomamos,83.6%
1873,35.9%,26.9,vuelves,83.7%
1874,35.9%,25.1,elegir,83.7%
1875,35.9%,24.9,vecinos,83.7%
1876,35.9%,24.7,pesado,83.7%
1877,35.9%,24.2,recuerdas,83.7%
1878,35.9%,24.0,llevando,83.7%
1879,35.9%,24.0,habido,83.7%
1880,35.9%,23.3,natural,83.7%
1881,35.9%,22.6,deberían,83.7%
1882,35.9%,22.5,estando,83.7%
1883,35.9%,17.4,revés,83.7%
1884,35.9%,17.1,historias,83.7%
1885,35.9%,16.8,treinta,83.7%
1886,35.6%,45.2,aguanta,83.7%
1887,35.6%,43.9,metiendo,83.7%
1888,35.6%,40.7,tipos,83.7%
1889,35.6%,39.1,crea,83.7%
1890,35.6%,37.3,máximo,83.7%
1891,35.6%,34.2,energía,83.7%
1892,35.6%,29.9,pediste,83.7%
1893,35.6%,27.1,copa,83.7%
1894,35.6%,26.4,casos,83.7%
1895,35.6%,26.0,trajiste,83.7%
1896,35.6%,23.2,dimos,83.7%
1897,35.6%,23.0,muestra,83.7%
1898,35.6%,20.2,nació,83.7%
1899,35.6%,18.7,buscan,83.7%
1900,35.6%,17.3,quedaba,83.7%
1901,35.4%,85.3,esposo,83.7%
1902,35.4%,77.4,dólares,83.7%
1903,35.4%,57.6,preocupada,83.7%
1904,35.4%,44.5,ex,83.8%
1905,35.4%,43.0,termine,83.8%
1906,35.4%,41.7,pudiste,83.8%
1907,35.4%,38.4,tengamos,83.8%
1908,35.4%,36.8,firmar,83.8%
1909,35.4%,32.7,clave,83.8%
1910,35.4%,32.1,respecto,83.8%
1911,35.4%,32.0,chiste,83.8%
1912,35.4%,31.3,bolsa,83.8%
1913,35.4%,30.6,mensajes,83.8%
1914,35.4%,28.7,podrá,83.8%
1915,35.4%,28.0,consigo,83.8%
1916,35.4%,27.3,salieron,83.8%
1917,35.4%,26.8,sobra,83.8%
1918,35.4%,25.1,pasas,83.8%
1919,35.4%,24.9,igualmente,83.8%
1920,35.4%,24.6,decidir,83.8%
1921,35.4%,24.3,quedarte,83.8%
1922,35.4%,23.7,sonrisa,83.8%
1923,35.4%,22.1,caras,83.8%
1924,35.4%,21.2,sabíamos,83.8%
1925,35.4%,19.6,buscamos,83.8%
1926,35.4%,19.4,decían,83.8%
1927,35.1%,163.5,mmm,83.8%
1928,35.1%,77.1,casar,83.8%
1929,35.1%,42.8,amistad,83.8%
1930,35.1%,38.7,talento,83.8%
1931,35.1%,33.6,decirles,83.8%
1932,35.1%,31.9,firme,83.9%
1933,35.1%,31.5,mintiendo,83.9%
1934,35.1%,30.9,vernos,83.9%
1935,35.1%,29.3,delito,83.9%
1936,35.1%,27.6,quítate,83.9%
1937,35.1%,27.6,sacaste,83.9%
1938,35.1%,26.3,metí,83.9%
1939,35.1%,25.1,estaré,83.9%
1940,35.1%,25.0,muevas,83.9%
1941,35.1%,24.0,ilusión,83.9%
1942,35.1%,23.6,pega,83.9%
1943,35.1%,23.5,famoso,83.9%
1944,35.1%,22.6,recuerdos,83.9%
1945,35.1%,21.4,libres,83.9%
1946,35.1%,21.4,robo,83.9%
1947,35.1%,20.2,parezca,83.9%
1948,35.1%,19.7,haberlo,83.9%
1949,35.1%,19.3,tirado,83.9%
1950,35.1%,18.0,levanta,83.9%
1951,35.1%,17.9,mires,83.9%
1952,35.1%,14.2,vuelven,83.9%
1953,35.1%,13.6,lunes,83.9%
1954,34.8%,70.1,cuente,83.9%
1955,34.8%,56.7,belleza,83.9%
1956,34.8%,34.3,ambulancia,83.9%
1957,34.8%,34.1,norte,83.9%
1958,34.8%,33.9,pusiste,83.9%
1959,34.8%,30.6,volar,83.9%
1960,34.8%,30.2,interés,83.9%
1961,34.8%,27.4,fría,83.9%
1962,34.8%,26.7,golpes,83.9%
1963,34.8%,26.5,enfermedad,83.9%
1964,34.8%,26.3,propósito,83.9%
1965,34.8%,26.2,ponerme,83.9%
1966,34.8%,25.4,llegas,83.9%
1967,34.8%,24.8,tendremos,83.9%
1968,34.8%,24.4,quedando,84.0%
1969,34.8%,23.9,emoción,84.0%
1970,34.8%,22.7,mandado,84.0%
1971,34.8%,22.5,enseñó,84.0%
1972,34.8%,22.5,escuchas,84.0%
1973,34.8%,21.2,podíamos,84.0%
1974,34.8%,19.0,reír,84.0%
1975,34.8%,18.5,cola,84.0%
1976,34.8%,18.4,empiezo,84.0%
1977,34.8%,15.3,formar,84.0%
1978,34.8%,13.6,salía,84.0%
1979,34.6%,131.0,carro,84.0%
1980,34.6%,73.4,droga,84.0%
1981,34.6%,64.3,nena,84.0%
1982,34.6%,62.8,averiguar,84.0%
1983,34.6%,51.7,piense,84.0%
1984,34.6%,42.5,llamadas,84.0%
1985,34.6%,37.3,medios,84.0%
1986,34.6%,36.9,documentos,84.0%
1987,34.6%,34.6,revisar,84.0%
1988,34.6%,31.9,estrella,84.0%
1989,34.6%,31.4,invitar,84.0%
1990,34.6%,30.1,hazlo,84.0%
1991,34.6%,28.2,espectacular,84.0%
1992,34.6%,26.6,venta,84.0%
1993,34.6%,26.5,sur,84.0%
1994,34.6%,25.7,material,84.0%
1995,34.6%,25.3,preparando,84.0%
1996,34.6%,25.3,vivido,84.0%
1997,34.6%,24.0,funcionar,84.1%
1998,34.6%,23.9,dulce,84.1%
1999,34.6%,23.3,distancia,84.1%
2000,34.6%,22.1,veinte,84.1%
2001,34.6%,22.1,crisis,84.1%
2002,34.6%,22.0,volviendo,84.1%
2003,34.6%,19.6,intentado,84.1%
2004,34.6%,19.1,ponerte,84.1%
2005,34.6%,17.7,sensación,84.1%
2006,34.6%,17.4,ambiente,84.1%
2007,34.6%,16.3,llamaron,84.1%
2008,34.3%,70.9,súper,84.1%
2009,34.3%,54.3,confío,84.1%
2010,34.3%,50.5,mandé,84.1%
2011,34.3%,50.0,misión,84.1%
2012,34.3%,46.1,restaurante,84.1%
2013,34.3%,31.6,internet,84.1%
2014,34.3%,28.5,decidió,84.1%
2015,34.3%,28.0,lengua,84.1%
2016,34.3%,27.4,divertido,84.1%
2017,34.3%,26.0,darles,84.1%
2018,34.3%,25.9,luchar,84.1%
2019,34.3%,25.5,defensa,84.1%
2020,34.3%,24.8,espíritu,84.1%
2021,34.3%,24.6,sales,84.1%
2022,34.3%,24.3,pudimos,84.1%
2023,34.3%,23.1,desaparecer,84.1%
2024,34.3%,23.0,ayudas,84.1%
2025,34.3%,23.0,sociales,84.1%
2026,34.3%,23.0,versión,84.1%
2027,34.3%,22.8,mismas,84.1%
2028,34.3%,22.2,descubrir,84.1%
2029,34.3%,22.1,continuar,84.1%
2030,34.3%,22.1,cerebro,84.1%
2031,34.3%,21.9,plaza,84.1%
2032,34.3%,20.2,pedazo,84.1%
2033,34.3%,19.7,sacando,84.1%
2034,34.3%,18.0,regaló,84.2%
2035,34.0%,85.4,mataron,84.2%
2036,34.0%,67.0,club,84.2%
2037,34.0%,36.5,modelo,84.2%
2038,34.0%,31.6,pienses,84.2%
2039,34.0%,30.9,cobarde,84.2%
2040,34.0%,30.2,campeón,84.2%
2041,34.0%,28.8,jesús,84.2%
2042,34.0%,28.2,secretos,84.2%
2043,34.0%,24.8,seamos,84.2%
2044,34.0%,24.6,conseguí,84.2%
2045,34.0%,23.0,mías,84.2%
2046,34.0%,22.2,carácter,84.2%
2047,34.0%,22.0,iguales,84.2%
2048,34.0%,21.3,fiestas,84.2%
2049,34.0%,20.5,tontería,84.2%
2050,34.0%,19.1,respirar,84.2%
2051,34.0%,18.0,cumple,84.2%
2052,34.0%,17.6,pagado,84.2%
2053,34.0%,12.2,fumar,84.2%
2054,33.8%,175.4,pedro,84.2%
